author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
TIWI TIWI,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,linda agustin coba folow instagram braces journey kak bracesjourney gigi over bite,1,positive,1
Ary Caturningrum,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,mol habis biaya segitudan kontrol blndan kir juni lepas hore,-2,negative,0
at puspita,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik mol xd,2,positive,1
Gabriel Putri,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,10,teman behel doang ci gigi rapi cuaman mundurin gigi maju cici harga wajar tidak ci tolong info terima kasih ci by the way komen,2,positive,1
Anastasya Sanderina gracella,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,membntu fan kak mol lai gigi dibehel ragu bingung behel takut info terima kasih ci mol,-4,negative,0
Tya Mey,4 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,12,oh kak lepas pakai alat retainer tidak maf salah tulis,-6,negative,0
futurendeavours,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,iya ceramic rapuh biaya pasang copot tidak murah alhasil pilih makan takut lepas kemarin ganti saphire lepas kali kali ganti kuat,-8,negative,0
Desy Herayuni,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bermanfat ci mol,0,neutral,2
Nadiya Rahmah,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,486,coba cici sabar pakeknya hasil maksimal lumayan cepat rapihnya,11,positive,1
monicaica ica,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,fokus banding kulit kakak mulus putih,-4,negative,0
Dita Nurul Imania,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,bermanfat ilmu ci mol,4,positive,1
Ade Kiki Munthe,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,notifikasi ci molin langsung mampir terima kasih ci info awat pakai behel tidak ci sebentar lepas behel teman awat kayak pakai behel lepas pakai bugdet tidak ci,5,positive,1
Zahwa Yunita,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,3,no pain no gain moly cantik deh,2,positive,1
Risma Kusuma,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik,2,positive,1
md rina,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,99,pasang behel ci ganti dokter kali copot gigi biji masuk gigi geraham tumbuh ci molin pintar pilih dokter ganti dokter pasang behel ulang lepas behel haha,2,positive,1
Wini Windarsi,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak rasa rapi gigi,1,positive,1
Una,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,hai ci cantik,2,positive,1
Neni Yunita Herlianti,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,like,0,neutral,2
iyat solihat,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,like,0,neutral,2
Diva Diva,4 tahun yang lalu (diedit),https://youtu.be/a7c8BArQs-s,0,cantik,2,positive,1
Rindu Terdalam,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gabriel putri murah sis by the way daerah,1,positive,1
Gabriel Putri,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,puput putri iya gigi tidak parah teman kenal dokter kena korting daerah bogor,-2,negative,0
Olivia Np,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,5,susah sulit tidak pengaruh biaya pengaruh biaya bahan brakcet sulit desain butuh rapi gigi pengalamanskil dokter untung teman harga kerja dokter gigi,0,neutral,2
eたnia_다,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,bogor daerah info nama dokter daerah bogor kakak behel bantu,-4,negative,0
Vania Saras,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gabriel putri bogor daerah,0,neutral,2
Mardiana Resty,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gabriel putri dokter bogor daerah,0,neutral,2
astrooyy,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gabriel putri bogor belah mbak bogor,-5,negative,0
inola manansyah,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gue wajar gigi orang beda gue cici pasang behel bagus mahal,3,positive,1
Rahmatul Ummah Baseli,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,klinik harga pasang behel dokter gigi beda dokter gigi spesialist ortho harga mahal dokter gigi spesialist gantung tingkat sulit gigi pasien dokter gigi spesialist ortho tangan gigi ringan berat dokter gigi tangan gigi pasien ringan kelas ci molin pasang dokter gigi spesialist ortho wajar harga mahal awat tidak boleh rahang gigi rahang tidak ada pasang di dua rahang gigi rahang pasang gigi rahang dibehel rahang otomatis ubah susun gigit tidak normal efek samping gigit normal gigi ketemu lawa,30,positive,1
Gabriela Ie,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tya mei iya,0,neutral,2
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gabriela ie sat,0,neutral,2
Gustry Nuki,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tya mei pakai retainer tipe lepas tempel gigi tidak lepas pasang,2,positive,1
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,gustry nuki tidak pakai bentuk gigi kah,4,positive,1
Annisa Fadhila,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tya mei pakai gigi rapihnya permanen,3,positive,1
Gustry Nuki,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,tya mei pakai pakenya tidak sering minimal gigi gerak posisi,-3,negative,0
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,gustry nuki oh pakai behel takut sakit haha,-8,negative,0
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,retainer kak pakai retainer wajib hukum ringan sulit tidak nanti gigi posisi awat,4,positive,1
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza pakenya umur hidup gigi rapi,1,positive,1
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tya mei iya gantung berat ringan contoh gigi jarak jarak istilah medis diastema gampang relaps alias posisi wajib pakai retainer,-3,negative,0
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,eliza gigi tidak rata tidak parah bagus bagus manis haha nimbun plak tidak jangkau posisi,7,positive,1
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tya mei iya sikat gigi mesti rajin tidak cukup sikat gigi mesti pakai obat kumur flosing maksimal plaknya,-5,negative,0
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza by the way pakai behel,0,neutral,2
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,iya lepas,-2,negative,0
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza pakai retainer bentuk kayak gigi bening kayak kawat lintang,-6,negative,0
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,kawat lintang,0,neutral,2
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza bentuk gigi bening mahal harga beda kawat maf,2,positive,1
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,iya kak mahal bening tidak lihat surat pemberitahuan tahun pakai retainer beda kawat bening fragile mudah patah jatuh orang kurang hati saran baik pakai kawat tidak mudah patah,-14,negative,0
Shandy Batuwael,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pakai retainer,0,neutral,2
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza oh kak,0,neutral,2
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gantung dokter mahal bening bening an deh,-10,negative,0
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,shandy batuwael al the time pas tidur malam,2,positive,1
Tya Mey,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza kawat engak lepas makan mudah,1,positive,1
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,lepas makan nyamanya,-2,negative,0
Trisha Monica,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,eliza klinik dokter,0,neutral,2
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,trisha monica im dentist by the way pasang senior kuliah spesialis pasang rumas sakit universitas,4,positive,1
Phei Hoa,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,pasang daerah pindah jakarta dokter orthoku tidak sedia retainer cari dokter pasang bening,-1,negative,0
Elisabeth M,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,phei hoa pasang kota pas kuliah jakarta tinggal daerah digogling cari dokter tinggal,-1,negative,0
Phei Hoa,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tricky takut dokter tidak rekomen orang overbudget percaya,-1,negative,0
salehati dewi,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,md rina wa pergi gigi,-2,negative,0
md rina,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,salehati dewi sist pergi givi geraham trauma pending huhu,-6,negative,0
Ardini Safitri,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,semangat sis ganti dokter tidak lama,3,positive,1
Nisa,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,pergi pasang gigi rapi menang pindah eokter tidak enak,0,neutral,2
Tya Ayunda,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,gigi ruang gigi mundur gagal pasang gigi behel dokter pasang kg pergi gigi tidak ada ubah kg kontrol psang tidak di pergi gagal pasang pergi gigi mingu,-5,negative,0
Lidya Maulana,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,svlm pasang mndingan dulepas bandel tidak mau rapi gigi maju,0,neutral,2
sefty FAjar,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,cabut gigi rapi nonjol ke depan dokter cabut pergi geraham bungsu,-14,negative,0
Kiyoo,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,umur an gigi tumbuh tidak sih,2,positive,1
nita zaki,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,3,pindah githu dokter dokter gigi orthotp tidak tau kacau yaselalu sakit kali habis kontrol gigi buka rapi beranta gigi cabut dokter gigi ortho tidak perlu cabuthiks pindah dokter bayar baik rugi biaya gigi tidak jelas lepas hasil baik,-13,negative,0
Nadia Febriani,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,duit habis,0,neutral,2
Aurora Salon,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,sayang bgetaq ribu salam gigi rapi buka terima kasih ahli gigi tidak uras dompet gigi rapi tumpuk,3,positive,1
6B_Salsa Hermiyawati,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,salon murah,1,positive,1
detiksetuju sport,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,fajar k sakit tidak ya pergi gigi pergi gigi takut,-12,negative,0
sefty FAjar,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,5,sport dokter tidak sakit sayang tidak rasa bius kali sakit bicara sakit bius haha ahli gigi percaya gigi tidak mudah rapi pakai retainer tidak ubah susun komen terima kasih ahli gigi bayar ribu doang kurang percaya,-4,negative,0
Longguo Trash,3 tahun yang lalu,https://youtu.be/a7c8BArQs-s,3,aduh nyata gagal pasang behel hasil ahli takut nasib behelku semingu pakai moga tidak gagal mohon doa guys,2,positive,1
Naufal Adi,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,fajar bius suntik,0,neutral,2
Cute potatoes,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,zaki tidak mbak dokter gigi pasang behel cari cari referensi,-2,negative,0
Bimo Anggoro,2 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak pergi gigi sakit,-5,negative,0
sandy river,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,maulana berat,0,neutral,2
si yasir,1 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,dokter gigi gigi spesialis orthodontic dokter gigi,4,positive,1
Githa52,4 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,fajar sakit tidak kakak pergi gigi,-7,negative,0
sefty FAjar,4 bulan yang lalu,https://youtu.be/a7c8BArQs-s,0,tidak sakit sayang bius gusi dokter,0,neutral,2
Aisha 2,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,notify squad malaysia ci moga jaya hidup ci,3,positive,1
Yenni Novita,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,57,iklan tema video iklan gigi by the way ci mol cantik,2,positive,1
3rlin Gracelis,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,hore cici unggah cici cantik,2,positive,1
Rivia Keni,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,cantik,2,positive,1
Aysha Maheswari,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,4,yeyaey finaly moga sukses kakak cantik love youmakasih orang inspirasi kamumakasih video positif,9,positive,1
Michelle Rimba,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,400,it hurts but now your teth are sok damn god lokin haha,0,neutral,2
Alton Kenrich & Family,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,2,first like first komen,0,neutral,2
andhita pram,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,notifikasi langsung klik,3,positive,1
Lintang Dianiratri,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,first,0,neutral,2
Aurelia Amaris Wijaya,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,0,hi,1,positive,1
Molita Lin,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,yen novita haha pas,3,positive,1
Yenni Novita,4 tahun yang lalu,https://youtu.be/a7c8BArQs-s,1,molita lin iya,0,neutral,2
Radinda,1 hari yang lalu,https://youtu.be/zfpJ4BKYyPM,0,kakak biaya pasang behel bulanya,4,positive,1
Cut Putri Hawada,2 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,1,lawan ragu senang,-5,negative,0
Ilma Hidayah,2 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,harga pasang behel,7,positive,1
Ms aniee Fixie,3 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang bgtdan tidak rasa tidak ngilu tidak nyeri tidak sakit dlaku heran,5,positive,1
kinara and nadhira,4 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang takut,1,positive,1
Nisrina salwa ghina Afifah,4 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,behel gigi kurang bagus behel gigi sakit ampun pasang behel ragu takut pergi umur,-9,negative,0
Shinta Agustina,4 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,saran tidak perlu tidak usah buang duit plus siksa h pasang semangat,0,neutral,2
Kidstoys,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel juta sayang cetak gigi habis karang gigi ngilu pas pasang tidak sakit sakit pas selesai pasang besok pagi ampun sakit gigi kunyah tidak bisa gp sakit gigi rapi,2,positive,1
dekferdi,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pas pasang behel suntik tidak sih kak,7,positive,1
dekferdi,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel takut sakit,-4,negative,0
anisa Ramadani,6 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pakai behel kak,0,neutral,2
Laurensius Kevin,8 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit dibehel pergi gigi bius,-7,negative,0
JoyJoy-Et-Bertran,8 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,ngilu pas proses scaling suara ky mesin kikir pas tempel gigi,8,positive,1
Agrella miow cat,8 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,behel takut copotin gigi,-3,negative,0
Alfa Rizi,9 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit tidak k pakai behel,-5,negative,0
ABDR Sparepart,10 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,daerah,0,neutral,2
Sri Subur,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,1,jam kak pasangny,0,neutral,2
Azzahra Tsalatsani,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit iya sakit skitr doang,-10,negative,0
Ahmad Choifin,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,k pasang kawat gigi besok pakay akun ayh,4,positive,1
Muhajir,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,mesti pergi gigi pasang behel,-1,negative,0
Apple green,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak tidak,0,neutral,2
Apple green,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pergi gigi tidak sakit sakit pas dibehel tidak bisa kunyah,-1,negative,0
Apple green,5 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,takut tidak usah rapi hilang lawan takut,-9,negative,0
Apple green,11 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,gantung gigi kakak,-3,negative,0
{_Trisya_},1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak kayak takut sakit tidak tau sakit,-13,negative,0
Alfardhan Nizam Wahyudi,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,mantap deh pasang behel dokter aman,9,positive,1
Betrands Manik,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,gigi lurus k bolehngak,4,positive,1
MR. CRAB,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,behel harga juta rahang aman tidak sih,5,positive,1
Muhammad Fihki,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel suntik,4,positive,1
Amel Lia,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit tidak nih,-5,negative,0
Mutiara Dlpnga,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit tidak k,-5,negative,0
yasita rini,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,gigi underbite behel,0,neutral,2
Anggita Suwito,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pegal tidak sih pas nyelangap mulu gue takut ngilu mulut pegal,-6,negative,0
arun chanel,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,biaya murah pasang behel dokter,5,positive,1
05. Adymas Setiawan,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,kak pasang behel gigi suntik tidak kak,4,positive,1
Nur Isnaini,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,gama kerasain,0,neutral,2
melisa zefany,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel dibuly,4,positive,1
syifaajh10 160872,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,aduh ragu pasang,-1,negative,0
Dhea channel,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,k pas gigi sakit k,-2,negative,0
Official Amell,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak kak sakit,-5,negative,0
Dila Despitasari,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit kak,-5,negative,0
LAURA XY,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak sakit ngilu ituloh,-4,negative,0
putriayu official,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,semangat kak,3,positive,1
Apple green,11 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel dokter gigi sp ortho ahli bidang jamin aman proses cepat,0,neutral,2
Apple green,11 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak tidak,0,neutral,2
Apple green,11 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pasang behel dokter gigi sp ortho ahli bidang harga behel standard juta juta gantung dokter beda dokter beda price,4,positive,1
Apple green,11 bulan yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak tidak,0,neutral,2
adenredendha rizkyputra,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,1,pasang behelpriksa gigi takut tidak usah takut gigi sat priksa pejam mata kslianr bayang ketemu seruh seruh artis idola bayang tidak asa,0,neutral,2
Rujito Semarang,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,1,moga kabul amin rbl alami,-2,negative,0
Rujito Semarang,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak jadi pasang behel suka tok tidak kalian,6,positive,1
Moza Khanza,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,harga kak,3,positive,1
Yhya-,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,gigi tongos umur pasang behel,6,positive,1
putri salamah,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit tidak kak,-5,negative,0
Rianita Niswatun khasanah,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,didak suntik kakak,0,neutral,2
inayah inayatul ilahiyah,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit linu doang kak pasang,-1,negative,0
Nisa Nurjanah,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,behel gigi uang takut,-3,negative,0
Riski setyaningrum,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,takut,-3,negative,0
Bang Dedi artproperty,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pakai behel tidak suka korek korek mulut orang lainsantuy,-1,negative,0
Icy Blaze,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,tidak mau pas pasang sakit,2,positive,1
Klik Dentist,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,cari promo awat gigi kota mampir kesini kakak,3,positive,1
Firdan Aji saputra,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,1,montok,3,positive,1
sri ulina,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,2,takut besok pasang behel,1,positive,1
Restu Prima,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,1,kak gigi tidak bisa kunyah pasang behel pasang kemarin,11,positive,1
Nur Adilah,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,kak suntik,0,neutral,2
CHANNEL TALAKOPA,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,oke bagus,4,positive,1
resa Aira,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,kak harga,3,positive,1
Sheza S.S.S,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit tidak soal pasang kak,-1,negative,0
Lia'sLife,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,sakit bentar pasang behel,-1,negative,0
Lasih Bpp,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,pakai behel,0,neutral,2
Yusnaedy Janda,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,maf kak skip,0,neutral,2
Putri Desty,1 tahun yang lalu,https://youtu.be/zfpJ4BKYyPM,0,asalamualaikumaku kakak gigi behel dosaharam kakak tonton video tanyapakah behel gigi dosa,-8,negative,0
